TITLE,ADDITIONAL FEATURES,STREET,CITY,ZIP_CODE,COUNTY,ACTION STAGE(S),Owner: Contact Name,Owner: Company Address Line 1,OWNER NAME,Engineer: Company Name,Civil Eng: Company Name,Consultant: Company Name,Civil Eng: Contact Name,HIGH VALUE(S),URL LINK TO PROJECT,SQUARE AREA,PROJECT TYPE(S),SITE NAME,NUMBER OF BLDGS,FIRST PUBLISH DATE,FULL_ADDRESS,LATITUDE,LONGITUDE
Warehouse C,N/A,Straughns Mill Rd,OLDMANS TOWNSHIP,'08067',SALEM,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300196848,200070,Warehouse,N/A,1,5/18/2023,"Straughns Mill Rd, OLDMANS TOWNSHIP, SALEM, NJ '08067'",39.7314871,-75.4059389
Warehouse B,N/A,Harding Hwy,PENNS GROVE,'08069',SALEM,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202300196780,315700,Warehouse,N/A,1,5/18/2023,"Harding Hwy, PENNS GROVE, SALEM, NJ '08069'",39.7226926,-75.4607599
Warehouse A,N/A,Straughns Mill Rd,OLDMANS TOWNSHIP,'08067',SALEM,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202300196818,320000,Warehouse,N/A,1,5/18/2023,"Straughns Mill Rd, OLDMANS TOWNSHIP, SALEM, NJ '08067'",39.7314871,-75.4059389
Warehouse A,N/A,Harding Hwy,PENNS GROVE,'08069',SALEM,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300196677,160600,Warehouse,N/A,1,5/18/2023,"Harding Hwy, PENNS GROVE, SALEM, NJ '08069'",39.7226926,-75.4607599
Warehouse,"154,000 +/- square foot warehouse facility along with car parking,; trailer parking, stormwater management, and associated improvements,; on 10.09 +/- acres of vacant l",3 Collins Dr,PENNS GROVE,'08069',SALEM,Planning Schematics,N/A,N/A,N/A,Marathon Engineering & Environmental Services,Marathon Engineering & Environmental Services,N/A,"David J Fleming, P.E.",24999999,https://apps.construction.com/projects/202200717838,154000,Warehouse,N/A,1,8/9/2022,"3 Collins Dr, PENNS GROVE, SALEM, NJ '08069'",39.705673,-75.445623
Warehouse B,N/A,Straughns Mill Rd,OLDMANS TOWNSHIP,'08067',SALEM,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202300196831,100500,Warehouse,N/A,1,5/18/2023,"Straughns Mill Rd, OLDMANS TOWNSHIP, SALEM, NJ '08067'",39.7314871,-75.4059389
Warehouse,N/A,7 Collins Dr,PENNS GROVE,'08069',SALEM,Planning Schematics,N/A,N/A,N/A,Marathon Engineering & Environmental Services,Marathon Engineering & Environmental Services,N/A,"David J Fleming, P.E.",24999999,https://apps.construction.com/projects/202200717804,178500,Warehouse,N/A,1,8/9/2022,"7 Collins Dr, PENNS GROVE, SALEM, NJ '08069'",39.704744,-75.45003799999999
Industrial & Warehouse Distribution Spec Bldgs Master Report,"Construction of a 745,889 square foot industrial park and warehouse; distribution hub consisting of construction of 3 warehouse buildings; on the former PSE&G Hudson Generating Station. Site includes 135; Duffield Avenue and 50, 58, 80 & 110 Van Keuren Avenue, Block 3101,; Lots 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 36, 37, 42, 43 & 44; and; Block 7402, Lots 21, 22, 23, 24, 33, 34 & 35 (Van Keuren Avenue; Redevelpment Plan)",135 Duffield Ave,JERSEY CITY,'07306',HUDSON,Design Development,Ryan Gormley,5 REVERE DR STE 206,Hilco Global,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202000637768,N/A,Warehouse,N/A,N/A,6/10/2020,"135 Duffield Ave, JERSEY CITY, HUDSON, NJ '07306'",40.7424573,-74.0751138
Morris Crossings-Warehouse-Accessory Office Building-Parking,"Demolition of the vacant office complex formerly occupied by BASF; Corporation and construction of a warehouse with accessory office; consisting of 585,000 square feet, together with 160 parking spaces,; 285 land banked spaces 110 loading bays.",450 Clark Dr,MOUNT OLIVE,'078284312',MORRIS,Design Development,N/A,3 CENTRE DR,Matrix Development Group,N/A,N/A,N/A,N/A,1E+15,https://apps.construction.com/projects/202300076407,585000,Office Warehouse Paving,N/A,1,3/2/2023,"450 Clark Dr, MOUNT OLIVE, MORRIS, NJ '078284312'",40.8974343,-74.728337
Warehouse with Office Space (DESIGN/BUILD),304119 SF one-story building consisting of 298012 SF of Warehouse Space; and 6107 SF of Office Space and associated Site Improvements.,1301 N 26th St,CAMDEN,'081053864',CAMDEN,Planning Schematics,Aaron Tappana,8775 FOLSOM BLVD STE 200,Panattoni Development Company,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202300448917,304119,Office Warehouse,N/A,1,12/12/2023,"1301 N 26th St, CAMDEN, CAMDEN, NJ '081053864'",39.9573512,-75.0988236
Warehouse Buildings - Phase 2,Construct 2 new warehouses of 157150 SF and 68300 SF,69 New Hook Rd,BAYONNE,'07002',HUDSON,Planning Schematics,N/A,1509 BUSHWICK AVE,Knof Leasing LP,N/A,"Langan Engineering & Envir. Svcs., Inc.",N/A,N/A,49999999,https://apps.construction.com/projects/202300445757,225450,Warehouse Warehouse (Refrigerated),N/A,2,12/8/2023,"69 New Hook Rd, BAYONNE, HUDSON, NJ '07002'",40.6621204,-74.10233699999999
Warehouse and Office Buildings,"construct a 203802 sf warehouse/office building which will consist of; 193802 sf of warehouse space and two separate office spaces totaling; 10,000 sf. They are also proposing 25 loading dock spaces, two drive; in ramps, 68 trailer parking spaces and 73 passenger vehicle spaces; four of which are proposed to be equipped for electric vehicle; charging. Other improvements include concrete sidewalks, curbing, ADA; curb ramps, retaining walls, stormwater management and landscaping and; lighting",150 Victory Rd,HOWELL TOWNSHIP,'077318779',MONMOUTH,Planning Schematics,N/A,250 W NYACK RD STE 104D,Active Acquisitions,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200680165,203802,Office Warehouse,N/A,2,7/5/2022,"150 Victory Rd, HOWELL TOWNSHIP, MONMOUTH, NJ '077318779'",40.14231270000001,-74.1831893
Warehouses (West Deptford NJ),"Building A4 - 71,344 SF - Building A6 - 59,502 SF",400 New St,WEST DEPTFORD,'080862168',GLOUCESTER,Planning Schematics,N/A,1201 N ORANGE ST STE 7140,West Deptford Holdings LLC,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200659115,130846,Warehouse,N/A,2,6/16/2022,"400 New St, WEST DEPTFORD, GLOUCESTER, NJ '080862168'",39.8376092,-75.2035968
SecureSpace Self Storage,"The project consists of the construction of two (2) self-storage; buildings and site work. Building (1) three-story 120,677 SF building; with approximate 90,685 gross SF of self-storage space and Building; (2) one-story 9,462 SF building with approximate 8,950 gross SF of; self-storage space, located at 1970 NJSH Route 35, Sayreville, NJ.; Framing type contains both CMU & STEEL.",NJ-35,SAYREVILLE,'08872',MIDDLESEX,Bid Results,N/A,19191 S VERMONT AVE STE 680,InSite Development Partners LLC,N/A,Dynamic Engineering Consultants LLC,N/A,N/A,24999999,https://apps.construction.com/projects/202300433202,130139,Warehouse,N/A,2,11/29/2023,"NJ-35, SAYREVILLE, MIDDLESEX, NJ '08872'",40.492984,-74.2973733
Somerset Self Storage,N/A,1613 NJ-27,FRANKLIN TOWNSHIP,'088733906',SOMERSET,Design Development,N/A,8777 N GAINEY CENTER DR STE 191,1784 Capital Holdings LLC,N/A,Stonefield Engineering & Design LLC,N/A,Paul Mutch,14999999,https://apps.construction.com/projects/202000711787,121718,Warehouse,N/A,1,8/27/2020,"1613 NJ-27, FRANKLIN TOWNSHIP, SOMERSET, NJ '088733906'",40.4660822,-74.50080559999999
Warehouse,Construct a new warehouse of 176630 SF,41 Glendale Ave,EDISON,'088175266',MIDDLESEX,Planning Schematics,N/A,17 MAIN ST,41 GLENDALE LLC,N/A,Menlo Engineering Associates Inc,N/A,N/A,24999999,https://apps.construction.com/projects/202300442022,176630,Warehouse,N/A,1,12/6/2023,"41 Glendale Ave, EDISON, MIDDLESEX, NJ '088175266'",40.4935573,-74.4019024
Self Storage Facility,Construct a self storage facility of 99992 SF,446 Hwy 79,MORGANVILLE,'077519783',MONMOUTH,Planning Schematics,N/A,75 VANDERBURG RD STE 3,V Arc Builders LLC,N/A,Dynamic Engineering Consultants LLC,N/A,N/A,14999999,https://apps.construction.com/projects/202300438592,99992,Warehouse,N/A,1,12/4/2023,"446 Hwy 79, MORGANVILLE, MONMOUTH, NJ '077519783'",40.3792177,-74.24262499999999
Holman Automotive Reconditioning Center,Construct a new service building of 64693 SF with 50 parking spaces; and 151 storage stalls,4110 Church Rd,MOUNT LAUREL TOWNSHIP,'080542221',BURLINGTON,Planning Schematics,N/A,4001 LEADENHALL RD,Holman Automotive Group Inc,N/A,Bohler Engineering,N/A,N/A,24999999,https://apps.construction.com/projects/202300437402,64693,Vehicle Sales/Service Warehouse,N/A,1,12/1/2023,"4110 Church Rd, MOUNT LAUREL TOWNSHIP, BURLINGTON, NJ '080542221'",39.92452919999999,-74.9573462
Mount Laurel Storage Facility,Construct a three story storage facility of 151008 SF with 1083 SF; and 156 parking spaces,3018 NJ-38,MOUNT LAUREL TOWNSHIP,'080549723',BURLINGTON,Planning Schematics,N/A,6001 BROKEN SOUND PKWY NW STE 404,Storage of Mount Laurel LLC,N/A,"Stout & Caldwell Engineers, LLC",N/A,N/A,24999999,https://apps.construction.com/projects/202300437381,151008,Warehouse,N/A,1,12/1/2023,"3018 NJ-38, MOUNT LAUREL TOWNSHIP, BURLINGTON, NJ '080549723'",39.971329,-74.862436
Bishops Gate - Warehouse Building,"Construct a new warehouse with 507353 SF with 108 loading dock, 106; trailer parking spaces and 330 car parking spaces",1 Mortgage Way,MOUNT LAUREL TOWNSHIP,'080544637',BURLINGTON,Planning Schematics,N/A,820 BEAR TAVERN RD,CNLI OMLNJ LLC,N/A,"Langan Engineering & Envir. Svcs., Inc.",N/A,N/A,1E+15,https://apps.construction.com/projects/202300437233,507353,Warehouse,N/A,1,12/1/2023,"1 Mortgage Way, MOUNT LAUREL TOWNSHIP, BURLINGTON, NJ '080544637'",39.96091699999999,-74.9042589
Wheaton Glass Factory Warehouses (Redevelop) Master Report,"Redevelop former Wheaton Glass Factory - 150,000 square feet of; warehouse construction PH1 . Additional phases will equal 1.25; million-1.5 million.",1300 Wheaton Ave,MILLVILLE,'083322008',CUMBERLAND,Design Development,Anthony DeSantis,200 G ST,DeSantis Group,N/A,N/A,N/A,N/A,95000000,https://apps.construction.com/projects/202000568637,N/A,Apartments/Condominiums 4+ Stories Food/Beverage Service Parking Garage Warehouse Warehouse (Refrigerated) Manufacturing Building Animal/Plant/Fish Facility,N/A,4,4/8/2020,"1300 Wheaton Ave, MILLVILLE, CUMBERLAND, NJ '083322008'",39.4095889,-75.0341081
Warehouse Building,"Inclusive of 6,000 square feet of office space",7 Edge Rd,ALPHA,'088659721',WARREN,Planning Schematics,N/A,N/A,N/A,N/A,Menlo Engineering Associates Inc,N/A,N/A,1E+15,https://apps.construction.com/projects/202200483079,450000,Office Warehouse,N/A,1,2/2/2022,"7 Edge Rd, ALPHA, WARREN, NJ '088659721'",40.6629501,-75.140585
ExtraSpace Self-Storage Facility,"entrance driveway, drive aisles, parking area, emergency fire access; lane, landscaping, lighting, stormwater management",151 Brick Blvd,BRICK TOWNSHIP,'087237124',OCEAN,Construction Documents,N/A,4408 FOREST DR STE 350,CE Development and Management,N/A,Bohler Engineering,N/A,James Thaon,49999999,https://apps.construction.com/projects/202200642552,220055,Warehouse,N/A,1,6/7/2022,"151 Brick Blvd, BRICK TOWNSHIP, OCEAN, NJ '087237124'",40.0301464,-74.1429919
Commerical Mixed Use - Retail - Self Storage - Building B,"Construct a new commerical Building that could may include, among other; things, retail space, self-storage space, a supermarket, restaurants,; utility space.",1625 NJ-10,MORRIS PLAINS,'079502905',MORRIS,Planning Schematics,N/A,100 CHARLES EWING BOULEVARD SUITE 160,Weichart Realty,N/A,Bowman Engineering Consulting Inc,N/A,N/A,14999999,https://apps.construction.com/projects/202300432473,90865,Retail (Other) Warehouse,N/A,1,11/28/2023,"1625 NJ-10, MORRIS PLAINS, MORRIS, NJ '079502905'",40.841732,-74.4617612
West Deptford Logistics Center,N/A,Crown Point Rd & Jobstown Rd,WEST DEPTFORD,'08086',GLOUCESTER,Construction Documents,N/A,1902 WASHINGTON AVE STE A,Lovett Industrial,N/A,Marathon Engineering & Environmental Services,N/A,"David J Fleming, P.E.",24999999,https://apps.construction.com/projects/202200749607,157000,Warehouse,N/A,1,9/6/2022,"Crown Point Rd & Jobstown Rd, WEST DEPTFORD, GLOUCESTER, NJ '08086'",39.8422653,-75.1969752
Apartments - Warehouse & Parking Garage,"Construct a new multiple dwelling low rise building with a warehouse.; Includes a (4) four-story building to accommodate eighty-one (81); residential units with 97-space ground floor parking. The building; will consist of eleven (11) one-bedroom and sixteen (16) two-bedroom; apartments on the 2nd, 3rd and 4th floors. Proposed ground floor; parking with 202 spaces. Square footage is a DCN estimate.",18-24 Lake Ave,PATERSON,'07503',PASSAIC,Pre-Design,N/A,341 E RAILWAY AVE,Brothers Produce,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300089033,85000,Apartments/Condominiums 4+ Stories Parking Garage Warehouse,N/A,1,3/10/2023,"18-24 Lake Ave, PATERSON, PASSAIC, NJ '07503'",40.8919,-74.149537
Warehouse/Office Building,"Redevelopment of 3M site - 159,195-square-foot warehouse/office",225 Willow Brook Rd,FREEHOLD,'077285921',MONMOUTH,Pre-Design,N/A,1735 JERSEY AVE,Top Logistics Services Inc,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300061693,159195,Office Warehouse,N/A,1,2/21/2023,"225 Willow Brook Rd, FREEHOLD, MONMOUTH, NJ '077285921'",40.2425863,-74.25545269999999
Warehouse and Maintenance Buildings,"Redevelopment of 3M site - 198,805-square-vacant building and a; 9,000-square-foot maintenance building",235 Willow Brook Rd,FREEHOLD,'077282882',MONMOUTH,Pre-Design,N/A,1735 JERSEY AVE,Top Logistics Services Inc,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300061695,207805,Warehouse,N/A,2,2/21/2023,"235 Willow Brook Rd, FREEHOLD, MONMOUTH, NJ '077282882'",40.245114,-74.2555471
Bridge Point 15 E - Warehouse Building,"Construction of a 211,388 SF modern distribution center",17 Blanchard St,NEWARK,'071054701',ESSEX,Construction Documents,N/A,444 W LAKE ST STE 3125,Bridge Industrial,N/A,Bohler Engineering,N/A,Robert L Streker,64300000,https://apps.construction.com/projects/202300018517,211388,Warehouse,N/A,1,1/19/2023,"17 Blanchard St, NEWARK, ESSEX, NJ '071054701'",40.73507499999999,-74.1285896
Two Flexible Industrial Buildings,"Construct two industrial buildings. Building 1 will be 34250 SF and; Building 2, 561543 SF. Loading areas, parking and EV charging; stations.",118 Hampton House Rd,NEWTON,'07860',SUSSEX,Pre-Design,Joseph Bonanno,105 W DEWEY AVE STE 220,JCB Development LLC,N/A,N/A,N/A,N/A,1E+15,https://apps.construction.com/projects/202300282364,595793,Warehouse,N/A,1,7/24/2023,"118 Hampton House Rd, NEWTON, SUSSEX, NJ '07860'",41.096747,-74.730513
Warehouse with Mezzanine Showroom,"Construct a one-story 90,665 square foot warehouse with 81,065 square; fee of warehouse, a 600 square foot, 4,500 square foot mezzanine and; 4,500 square foot mezzanine showroom",600 Atrium Dr,FRANKLIN TOWNSHIP,'08873',SOMERSET,Construction Documents,Anthony P Puleo,3614 KENNEDY RD,Puleo International Inc,N/A,Stires Associates,N/A,Craig Stires,14999999,https://apps.construction.com/projects/202200744030,90665,Warehouse Convention & Exhibit Center,N/A,1,8/31/2022,"600 Atrium Dr, FRANKLIN TOWNSHIP, SOMERSET, NJ '08873'",40.536893,-74.5163649
The Cubes Warehouse Building,Demolish Phillipsburg mall & construct new warehouse bldg on 72 acre; site,1200 US-22,PHILLIPSBURG,'088654111',WARREN,Design Development,N/A,N/A,N/A,N/A,Bohler Engineering,N/A,James Thaon,1E+15,https://apps.construction.com/projects/202000529030,852000,Warehouse,N/A,1,3/5/2020,"1200 US-22, PHILLIPSBURG, WARREN, NJ '088654111'",40.68499569999999,-75.1541732
GroMex Foods Manufacturing & Distribution Building,"Construction a 96,800 square foot industrial building with a loading; dock and 10,800 square foot mezzanine for the manufacture and; distribution of wholesale fresh and frozen foods",480 E 30th St,PATERSON,'075042111',PASSAIC,Construction Documents,N/A,43 1ST ST,GroMex Inc,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200532340,106800,Warehouse Manufacturing Building Freight Terminal,N/A,1,3/10/2022,"480 E 30th St, PATERSON, PASSAIC, NJ '075042111'",40.910448,-74.1466176
Core5 Kelly Logistics Park at Carneys Point (Phase 1),"new construction 1,754,996 SF warehouse",US-40 & Pointers Auburn Rd,CARNEYS POINT TOWNSHIP,'08098',SALEM,Construction Documents,Doug Armbruster,1230 PEACHTREE ST NE STE 3560,Core5 Industrial Partners LLC,N/A,"Langan Engrg. & Envir. Svcs., Inc.",N/A,Kevin J Webb,179665051,https://apps.construction.com/projects/202200467357,1754996,Warehouse,N/A,1,1/20/2022,"US-40 & Pointers Auburn Rd, CARNEYS POINT TOWNSHIP, SALEM, NJ '08098'",39.6738408,-75.3967863
Core5 Kelly Logistics Park at Carneys Point (Phase 2),"construction of four warehouses totaling 2 million sq ft (Building 2:; 371,621 SF, Building 3: 395,822 SF, Building 4: 506,049 SF, Building; 5: 774,530 SF)",US-40 & Pointers Auburn Rd,CARNEYS POINT TOWNSHIP,'08098',SALEM,Planning Schematics,Doug Armbruster,1230 PEACHTREE ST NE STE 3560,Core5 Industrial Partners LLC,N/A,"Langan Engrg. & Envir. Svcs., Inc.",N/A,Kevin J Webb,204746964,https://apps.construction.com/projects/202200467382,2000000,Warehouse,N/A,4,1/20/2022,"US-40 & Pointers Auburn Rd, CARNEYS POINT TOWNSHIP, SALEM, NJ '08098'",39.6738408,-75.3967863
Manufacturing - Office - Warehouse Flex Building 2,N/A,201 Tabor Rd,MORRIS PLAINS,'07950',MORRIS,Planning Schematics,Ingrid Noonan,115 TABOR RD,Tabor Road LLC,N/A,Bohler Engineering,N/A,Benjamin Crowder,24999999,https://apps.construction.com/projects/201900563967,137840,Office Warehouse Manufacturing Building,N/A,N/A,2/25/2019,"201 Tabor Rd, MORRIS PLAINS, MORRIS, NJ '07950'",40.840843,-74.4745042
Manufacturing - Office - Warehouse Flex Building 1,N/A,201 Tabor Rd,MORRIS PLAINS,'07950',MORRIS,Planning Schematics,Ingrid Noonan,115 TABOR RD,Tabor Road LLC,N/A,Bohler Engineering,N/A,Benjamin Crowder,14999999,https://apps.construction.com/projects/201900563966,119000,Office Warehouse Manufacturing Building,N/A,1,2/25/2019,"201 Tabor Rd, MORRIS PLAINS, MORRIS, NJ '07950'",40.840843,-74.4745042
Manufacturing - Office - Warehouse Flex Building 4,N/A,201 Tabor Rd,MORRIS PLAINS,'07950',MORRIS,Planning Schematics,Ingrid Noonan,115 TABOR RD,Tabor Road LLC,N/A,Bohler Engineering,N/A,N/A,49999999,https://apps.construction.com/projects/201900660791,223690,Office Warehouse Manufacturing Building,N/A,N/A,5/3/2019,"201 Tabor Rd, MORRIS PLAINS, MORRIS, NJ '07950'",40.840843,-74.4745042
Warehouse Building A,"Building A will be 852,650 sf, consisting of 36,000 sf of office space",Main St & Kimball Dr W,SAYREVILLE,'08872',MIDDLESEX,Construction Documents,N/A,345 10TH ST,Main Street South I,N/A,Menlo Engineering Associates Inc,N/A,Greg Oman,99673402,https://apps.construction.com/projects/202200726613,852650,Office Warehouse,N/A,1,8/17/2022,"Main St & Kimball Dr W, SAYREVILLE, MIDDLESEX, NJ '08872'",40.4744789,-74.3304725
Warehouse Building B,"Building B is proposed at 651,940 sf, also consisting of 36,000 sf of; office space;",Main St & Kimball Dr W,SAYREVILLE,'08872',MIDDLESEX,Construction Documents,N/A,345 10TH ST,Main Street South I,N/A,Menlo Engineering Associates Inc,N/A,Greg Oman,76210729,https://apps.construction.com/projects/202200726619,651940,Office Warehouse,N/A,1,8/17/2022,"Main St & Kimball Dr W, SAYREVILLE, MIDDLESEX, NJ '08872'",40.4744789,-74.3304725
Monticello Triangle Mixed-Use Complex,"304 residential units along with a parking garage, a 2,065-square-foot; gym, self-storage space, and an outdoor terrace for residents. In; addition, a triangular public plaza and two retail spaces are; included, with one of the retail spaces being 5,275 square feet and; the other being 4,435 square feet. Approximately 279,994 sq ft of; residential space consisting of 99 studio units, 142 one-bedroom units; and 63 two-bedroom units; approximately 9,285 sq ft of retail space,; 35,555 sq ft parking garage and approximately 5,792 sq ft of; miscellaneous space",220 Monticello Ave,JERSEY CITY,'073042609',HUDSON,Planning Schematics,N/A,991 WILLOUGHBY AVE STE 200,Monticello Equity Properties LLC,N/A,Dresdner Robin,Dresdner Robin,Joseph Mele,1E+15,https://apps.construction.com/projects/201800776681,330626,Apartments/Condominiums 4+ Stories Retail (Other) Parking Garage Warehouse Athletic Facility Park/Playground,N/A,1,8/21/2018,"220 Monticello Ave, JERSEY CITY, HUDSON, NJ '073042609'",40.7221339,-74.069323
Valley Industrial Warehouse B with Office,Construct a new warehouse of 92476 SF and an office of 1715 SF with 36; parking spaces and 13 trailer specaces,New Centre Rd,HILLSBOROUGH TOWNSHIP,'08844',SOMERSET,Planning Schematics,N/A,154 1ST AVE,Valley Industrial Partners LLC,N/A,Colliers Engineering and Design,N/A,N/A,14999999,https://apps.construction.com/projects/202300416996,94461,Warehouse,N/A,1,11/13/2023,"New Centre Rd, HILLSBOROUGH TOWNSHIP, SOMERSET, NJ '08844'",40.5316525,-74.6590673
Valley Industrial Warehouse with Office,Construct a new warehouse of 142500 SF and an office of 2500 SF,New Centre Rd,HILLSBOROUGH TOWNSHIP,'08844',SOMERSET,Planning Schematics,N/A,154 1ST AVE,Valley Industrial Partners LLC,N/A,Colliers Engineering and Design,N/A,N/A,24999999,https://apps.construction.com/projects/202300416956,143500,Office Warehouse,N/A,1,11/13/2023,"New Centre Rd, HILLSBOROUGH TOWNSHIP, SOMERSET, NJ '08844'",40.5316525,-74.6590673
SafeGuard Mini Warehouse and Self Storage,"eleven (11) separate buildings ranging from 4,200 square feet to 10,000; square feet and an approximately 1,500 sf manager office. The total; approximate square footage of the proposed improvements is 95,700; square feet which includes the approximate 1,500 square foot; manager'soffice, on-site drainage and customer parking area",1900 Hwy 34,WALL TOWNSHIP,'07719',MONMOUTH,Planning Schematics,N/A,N/A,N/A,N/A,WSB Engineering Group PA,Miller Building Systems,Frank Baer,14999999,https://apps.construction.com/projects/201900571163,95700,Warehouse,N/A,11,3/4/2019,"1900 Hwy 34, WALL TOWNSHIP, MONMOUTH, NJ '07719'",40.1680357,-74.1059995
Warehouse Building C,"Building C is proposed at 222,000 sf, consisting of 18,000",Main St & Kimball Dr W,SAYREVILLE,'08872',MIDDLESEX,Design Development,N/A,345 10TH ST,Main Street South I,N/A,Menlo Engineering Associates Inc,N/A,Greg Oman,49999999,https://apps.construction.com/projects/202200726624,222000,Warehouse,N/A,1,8/17/2022,"Main St & Kimball Dr W, SAYREVILLE, MIDDLESEX, NJ '08872'",40.4744789,-74.3304725
Self Storage Facility,Demolish existing structure and construct a new 4 story self storage; facility of,811 US-46,CLIFTON,'070131552',PASSAIC,Pre-Design,N/A,652 BROAD ST,Geeland LLC,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202300413509,125200,Warehouse,N/A,1,11/8/2023,"811 US-46, CLIFTON, PASSAIC, NJ '070131552'",40.8746,-74.17051169999999
Chimney Rock Self Storage Facility,Demolish existing building and construct a new two story self storage; facility comprising of 129897 SF with basement,1661 US-22,BOUND BROOK,'088051258',SOMERSET,Planning Schematics,N/A,354 EISENHOWER PKWY STE 1900,Chimney Rock Self Storage LLC,N/A,Bowman Consulting Group Ltd.,Ricci Planning LLC,N/A,24999999,https://apps.construction.com/projects/202300413390,129897,Warehouse,N/A,1,11/8/2023,"1661 US-22, BOUND BROOK, SOMERSET, NJ '088051258'",40.5761613,-74.5477014
"SNL Storage (Toms River, NJ)","SNL Storage 255 Route 37 East Toms River, NJ 08753 General Scope of; Work: Site work and Construction of a new ground up retail store. All; construction trades are needed. Framing type contains both steel and; cmu.",255 NJ-37,TOMS RIVER,'087535561',OCEAN,Bid Results,N/A,3333 NEW HYDE PARK RD STE 200,SNL Storage,N/A,Stonefield Engineering & Design LLC,N/A,Michaela Maguire,14999999,https://apps.construction.com/projects/202300257004,91765,Warehouse,N/A,N/A,6/30/2023,"255 NJ-37, TOMS RIVER, OCEAN, NJ '087535561'",39.9610933,-74.1799862
Cold Storage Warehouse with Office Space,Construct a cold storage warehouse of 154524 SF with109 parking spaces; and 19 trailer space. Office space inclusive (5000 SF),615 Ferry St,NEWARK,'071054404',ESSEX,Planning Schematics,N/A,4800 HAMPDEN LN STE 200,Turnbridge Equities,N/A,Dynamic Engineering,N/A,Tiago Duarte,24999999,https://apps.construction.com/projects/202300407408,154524,Office Warehouse (Refrigerated),N/A,1,11/3/2023,"615 Ferry St, NEWARK, ESSEX, NJ '071054404'",40.7318303,-74.1353736
Tac-Pal Logistics Center Warehouse 2,N/A,351 NJ-73,PALMYRA,'08065',BURLINGTON,Construction Documents,Glenn Stock,150 E STATE ST,"Cherokee Equities, LLC",N/A,Hammer Land Engineering,N/A,Joseph Hanrahan,102000000,https://apps.construction.com/projects/202000783920,1000000,Warehouse,N/A,1,11/16/2020,"351 NJ-73, PALMYRA, BURLINGTON, NJ '08065'",39.9976,-75.03479999999999
Washington Crossing- Pennington Road Self Storage,Construct a 3 story self storage facility of 152625 SF with office,130 Washington Crossing Pennington Rd,PENNINGTON,'08534',MERCER,Planning Schematics,N/A,28668 LA CAILLE DR,130 Washington Crossing Pennington LLC,N/A,French & Parrello Associates,N/A,N/A,24999999,https://apps.construction.com/projects/202300398727,152625,Warehouse,N/A,1,10/27/2023,"130 Washington Crossing Pennington Rd, PENNINGTON, MERCER, NJ '08534'",40.307374,-74.80736499999999
Florham Park Warehouse,Construct a warehouse comprising of 139625 SF,19 Vreeland Rd,FLORHAM PARK,'079321512',MORRIS,Planning Schematics,N/A,104 CHESTNUT ST STE 300,19 V Florham Park LLC,N/A,"Gladstone Design, Inc.",N/A,N/A,24999999,https://apps.construction.com/projects/202300398642,139625,Warehouse,N/A,1,10/27/2023,"19 Vreeland Rd, FLORHAM PARK, MORRIS, NJ '079321512'",40.788409,-74.36993199999999
Warehouse 4,"Building 4: 1,218,750+/- square feet with 200+/- loading docks, 250+/-; trailer parking spaces (230+/- banked trailer parking spaces), and; 500+/- car parking spaces (110+/- banked car parking spaces)",322 Ferry Rd,LOGAN TOWNSHIP,'08014',GLOUCESTER,Pre-Design,N/A,427 BLOOMFIELD AVE FL 4,Crow Holdings Industrial,N/A,N/A,N/A,N/A,124767681,https://apps.construction.com/projects/202200749440,1218750,Warehouse,N/A,1,9/6/2022,"322 Ferry Rd, LOGAN TOWNSHIP, GLOUCESTER, NJ '08014'",39.8069589,-75.3544453
Warehouse 3,"Building 3: 1,199,250 SFwith 190+/- loading docks, 290+/- trailer; parking spaces (145+/- banked trailer parking spaces), and 480+/- car; parking spaces",322 Ferry Rd,LOGAN TOWNSHIP,'08014',GLOUCESTER,Pre-Design,N/A,427 BLOOMFIELD AVE FL 4,Crow Holdings Industrial,N/A,N/A,N/A,N/A,122000000,https://apps.construction.com/projects/202200749435,1199250,Warehouse,N/A,1,9/6/2022,"322 Ferry Rd, LOGAN TOWNSHIP, GLOUCESTER, NJ '08014'",39.8069589,-75.3544453
